block_seq_num,block_var_num,block_route_num,block_run_num
3989871,1,308,4
3989872,1,661,1
3989873,1,66,17
3989874,2,65,2
3989875,1,342,12
3989875,2,342,12
3989876,1,31,5
3989877,1,31,4
3989878,1,373,4
3989879,1,31,11
3989880,1,304,3
3989881,1,342,13
3989882,1,32,11
3989883,1,65,8
3989884,1,31,1
3989885,1,661,12
3989886,1,661,13
3989887,1,65,1
3989887,2,65,1
3989888,1,65,6
3989889,1,65,3
3989890,1,75,1
3989891,1,32,14
3989892,1,32,3
3989893,1,342,11
3989894,1,66,2
3989895,1,373,3
3989895,2,373,3
3989896,1,661,11
3989897,1,32,4
3989897,2,32,4
3989898,1,661,3
3989899,1,32,8
3989900,1,31,6
3989901,1,32,7
3989902,1,31,10
3989903,1,66,3
3989904,1,31,8
3989905,1,373,2
3989906,1,308,1
3989907,1,32,12
3989908,1,373,7
3989909,1,66,16
3989910,1,65,10
3989911,1,65,9
3989912,1,373,5
3989913,1,342,14
3989913,2,342,14
3989914,1,66,1
3989915,1,32,1
3989916,1,31,2
3989917,1,31,3
3989918,1,32,13
3989918,2,32,13
3989919,1,661,2
3989920,1,373,10
3989921,1,312,13
3989922,1,331,1
3989923,1,331,2
3989924,1,331,3
3989925,1,331,4
3989926,1,331,5
3989927,1,331,6
3989928,1,331,7
3989929,1,331,8
3989930,1,346,6
3989931,1,331,9
3989932,1,331,11
3989933,1,346,1
3989934,1,346,2
3989935,1,346,3
3989936,1,346,4
3989937,1,346,5
3989938,1,32,9
3989939,1,31,9
3989940,1,32,6
3989941,1,66,4
3989941,2,66,4
3989942,1,66,6
3989943,1,66,7
3989944,1,66,8
3989945,1,66,10
3989946,1,66,13
3989947,1,66,12
3989948,1,66,14
3989949,1,661,10
3989950,1,32,10
3989951,1,31,7
3989952,1,68,2
3989953,1,68,1
3989954,1,68,3
3989955,1,65,4
3989956,1,75,2
3989957,1,65,5
3989958,1,373,6
3989959,1,331,10
3989960,1,373,8
3989961,1,373,9
3989962,1,68,4
3989963,1,65,7
3989964,1,68,5
3989965,1,65,11
3989966,1,30,2
3989967,1,30,5
3989968,1,30,1
3989969,1,30,3
3989970,1,30,4
3989971,1,311,4
3989972,1,311,10
3989973,1,30,6
3989974,1,76,3
3989975,1,71,34
3989976,1,71,22
3989977,1,71,2
3989978,1,71,31
3989979,1,71,17
3989980,1,41,11
3989981,1,312,20
3989982,1,41,10
3989983,1,312,19
3989983,2,312,19
3989984,1,71,14
3989985,1,311,11
3989986,1,76,2
3989986,2,76,2
3989987,1,311,15
3989987,2,311,15
3989988,1,71,10
3989989,1,312,21
3989990,2,312,8
3989991,1,312,18
3989992,1,316,3
3989992,2,316,3
3989993,1,316,10
3989994,1,41,3
3989995,1,71,5
3989996,1,311,12
3989997,1,66,11
3989998,1,71,33
3989999,1,76,1
3990000,1,71,28
3990001,2,66,5
3990002,1,71,29
3990003,2,309,1
3990004,1,316,9
3990005,1,312,10
3990005,2,312,10
3990006,1,66,18
3990007,1,71,12
3990008,1,312,15
3990009,1,77,3
3990010,1,311,17
3990010,2,311,17
3990011,1,311,1
3990012,1,311,14
3990013,1,41,4
3990014,2,74,2
3990015,2,41,6
3990016,1,316,8
3990017,2,71,9
3990018,1,312,14
3990018,2,312,14
3990019,1,71,32
3990020,2,74,3
3990021,1,312,16
3990021,2,312,16
3990022,2,312,1
3990023,1,309,3
3990023,2,309,3
3990024,1,311,7
3990025,1,77,2
3990025,2,77,2
3990026,1,77,5
3990026,2,77,5
3990027,2,311,6
3990028,1,71,30
3990029,2,312,7
3990030,1,71,27
3990031,1,41,9
3990032,1,316,1
3990032,2,316,1
3990033,1,311,8
3990034,1,77,7
3990034,2,77,7
3990035,1,311,9
3990036,1,311,19
3990036,2,311,19
3990037,2,71,16
3990038,1,77,6
3990038,2,77,6
3990039,1,77,1
3990040,1,316,11
3990041,1,71,4
3990042,1,312,23
3990043,2,373,1
3990044,1,311,16
3990045,1,311,3
3990045,2,311,3
3990046,1,41,30
3990047,2,77,4
3990048,1,311,13
3990048,2,311,13
3990049,1,71,11
3990050,2,74,1
3990051,1,304,5
3990052,1,41,16
3990053,2,66,9
3990054,1,74,5
3990054,2,74,5
3990055,1,71,1
3990055,2,71,1
3990056,1,309,4
3990056,2,309,4
3990057,1,41,7
3990058,1,41,27
3990058,2,41,27
3990059,1,71,7
3990060,1,74,4
3990060,2,74,4
3990061,1,308,2
3990062,1,76,6
3990062,2,76,6
3990063,2,311,2
3990064,1,76,4
3990065,1,71,13
3990066,1,71,6
3990067,1,311,18
3990068,1,41,8
3990069,1,312,5
3990069,2,312,5
3990070,1,41,31
3990070,2,41,31
3990071,1,71,19
3990072,1,309,2
3990072,2,309,2
3990073,1,41,15
3990074,1,312,22
3990074,2,312,22
3990075,1,316,2
3990076,1,316,7
3990076,2,316,7
3990077,1,312,2
3990078,1,312,17
3990078,2,312,17
3990079,1,312,4
3990080,1,74,6
3990080,2,74,6
3990081,1,71,36
3990081,2,71,36
3990082,1,304,1
3990083,1,71,8
3990084,1,77,8
3990084,2,77,8
3990085,1,71,15
3990086,1,41,25
3990087,1,41,12
3990087,2,41,12
3990088,1,41,1
3990089,1,71,23
3990090,1,316,4
3990091,2,312,9
3990092,1,304,2
3990093,1,41,5
3990094,2,312,6
3990095,1,311,5
3990096,2,41,17
3990097,1,71,26
3990098,1,41,20
3990099,1,41,2
3990100,1,71,3
3990101,1,71,24
3990102,1,71,18
3990103,1,41,21
3990104,1,41,14
3990105,1,71,21
3990105,2,71,21
3990106,1,41,13
3990107,1,312,3
3990108,1,71,20
3990109,1,316,5
3990110,1,41,18
3990111,1,71,25
3990112,1,41,19
3990113,1,312,12
3990114,1,41,22
3990115,1,41,23
3990115,2,41,23
3990116,1,76,5
3990116,2,76,5
3990117,1,312,11
3990118,1,41,26
3990119,1,41,28
3990119,2,41,28
3990120,1,71,37
3990121,1,304,4
3990122,1,41,24
3990122,2,41,24
3990123,1,41,29
3990123,2,41,29
3990124,1,316,6
3990124,2,316,6
3990125,1,309,5
3990125,2,309,5
3990126,1,77,9
3990126,2,77,9
3990127,1,346,8
3990128,1,71,35
3990129,1,330,2
3990130,1,66,15
3992108,1,1,1
3992109,1,1,2
3992110,1,1,3
3992111,1,1,4
3992112,1,1,5
3992113,1,1,6
3992114,1,1,7
3992115,1,1,8
3992116,1,1,9
3992117,1,1,10
3992118,1,1,11
3992119,1,1,12
3992120,1,1,13
3992121,1,2,1
3992122,1,2,2
3992123,1,2,3
3992124,1,2,4
3992125,1,2,5
3992126,1,2,6
3992127,1,2,7
3992128,1,2,8
3992129,1,2,9
3992130,1,2,10
3992131,1,2,11
3992132,1,2,12
3992133,1,2,13
3992134,1,2,14
3992135,1,2,15
3992136,1,2,16
3992137,1,2,17
3992138,1,2,18
3992139,1,2,19
3992140,1,2,20
3992141,1,2,21
3992142,1,3,1
3992143,1,3,2
3992144,1,3,3
3992145,1,3,4
3992146,1,3,5
3992147,1,3,6
3992148,1,3,7
3992149,1,3,8
3992150,1,3,9
3992151,1,3,10
3992152,1,3,11
3992153,1,3,12
3992154,1,3,13
3992155,1,3,14
3992156,1,3,15
3992157,1,3,16
3992158,1,3,17
3992159,1,3,18
3992160,1,3,19
3992161,1,3,20
3992162,1,3,21
3992163,1,3,22
3992164,1,3,23
3992165,1,3,24
3992166,1,3,25
3992167,1,7,1
3992168,1,7,2
3992169,1,7,3
3992170,1,7,4
3992171,1,7,5
3992172,1,7,6
3992173,1,7,7
3992174,1,7,8
3992175,1,7,9
3992176,1,7,10
3992177,1,7,11
3992178,1,7,12
3992179,1,7,13
3992180,1,7,14
3992181,1,7,15
3992182,1,7,16
3992183,1,7,17
3992184,1,7,18
3992185,1,7,19
3992186,1,7,20
3992187,1,7,21
3992188,1,7,22
3992189,1,7,23
3992190,1,7,24
3992191,1,7,25
3992192,1,7,26
3992193,1,7,27
3992194,1,7,28
3992195,1,7,30
3992196,1,7,31
3992197,1,7,32
3992198,1,7,33
3992199,1,10,1
3992200,1,10,2
3992201,1,10,3
3992202,1,10,4
3992203,1,10,5
3992204,1,10,6
3992205,1,10,7
3992206,1,10,8
3992207,1,10,9
3992208,1,10,10
3992209,1,12,1
3992210,1,12,2
3992211,1,12,3
3992212,1,12,4
3992213,1,12,5
3992214,1,12,6
3992215,1,12,7
3992216,1,12,8
3992217,1,12,9
3992218,1,12,10
3992219,1,36,1
3992220,1,36,2
3992221,1,36,3
3992222,1,36,4
3992223,1,36,5
3992224,1,36,6
3992225,1,36,7
3992226,1,36,8
3992227,1,36,9
3992228,1,36,10
3992229,1,36,11
3992230,1,36,12
3992231,1,36,13
3992232,1,36,14
3992233,1,36,15
3992234,1,36,16
3992235,1,36,17
3992236,1,36,18
3992237,1,36,19
3992238,1,36,20
3992239,1,36,21
3992240,1,36,22
3992241,1,36,23
3992242,1,36,24
3992243,1,43,1
3992244,1,43,2
3992245,1,43,3
3992246,1,43,4
3992247,1,43,5
3992248,1,43,6
3992249,1,43,7
3992250,1,43,8
3992251,1,43,9
3992252,1,43,10
3992253,1,43,11
3992254,1,43,12
3992255,1,43,13
3992256,1,43,14
3992257,1,43,15
3992258,1,43,16
3992259,1,43,17
3992260,1,43,18
3992261,1,43,19
3992262,1,43,20
3992263,1,43,21
3992264,1,43,22
3992265,1,43,23
3992266,1,43,24
3992267,1,47,1
3992268,1,47,2
3992269,1,47,3
3992270,1,120,1
3992271,1,120,2
3992272,1,120,3
3992273,1,120,4
3992274,1,120,5
3992275,1,120,6
3992276,1,120,7
3992277,1,120,8
3992278,1,120,9
3992279,1,120,10
3992280,1,120,11
3992281,1,120,12
3992282,1,120,13
3992283,1,120,14
3992284,1,120,15
3992285,1,120,16
3992286,1,120,17
3992287,1,120,18
3992288,1,120,19
3992289,1,120,20
3992290,1,120,21
3992291,1,120,22
3992292,1,120,23
3992293,1,120,24
3992294,1,120,25
3992295,1,120,26
3992296,1,120,27
3992297,1,120,28
3992298,1,120,29
3992299,1,120,30
3992300,1,120,31
3992301,1,120,32
3992302,1,120,33
3992303,1,120,34
3992304,1,70,1
3992305,1,70,2
3992306,1,70,3
3992307,1,70,4
3992308,1,70,5
3992309,1,70,6
3992310,1,70,7
3992311,1,70,8
3992312,1,70,9
3992313,1,70,10
3992314,1,70,11
3992315,1,70,12
3992316,1,70,13
3992317,1,70,14
3992528,1,12,2
3992529,1,12,3
3992530,1,12,4
3992531,1,12,1
3992532,1,120,1
3992533,1,120,2
3992534,1,120,3
3992535,1,120,4
3992536,1,120,5
3992537,1,120,6
3992538,1,120,7
3992539,1,120,8
3992540,1,120,9
3992541,1,120,10
3992542,1,120,11
3992543,1,120,12
3992544,1,120,13
3992545,1,120,14
3992546,1,120,15
3992547,1,120,16
3992548,1,120,17
3992549,1,120,18
3992550,1,36,1
3992551,1,36,2
3992552,1,36,3
3992553,1,36,5
3992554,1,36,6
3992555,1,36,4
3992556,1,36,7
3992557,1,36,8
3992558,1,36,10
3992559,1,36,9
3992560,1,36,11
3992561,1,36,12
3992562,1,36,13
3992563,1,2,1
3992564,1,2,2
3992565,1,2,3
3992566,1,2,4
3992567,1,2,5
3992568,1,2,6
3992569,1,2,7
3992570,1,7,1
3992571,1,7,2
3992572,1,7,4
3992573,1,7,3
3992574,1,7,6
3992575,1,7,8
3992576,1,7,7
3992577,1,7,9
3992578,1,7,12
3992579,1,7,13
3992580,1,7,14
3992581,1,7,15
3992582,1,7,16
3992583,1,7,19
3992584,1,7,20
3992585,1,10,2
3992586,1,10,3
3992587,1,10,4
3992588,1,10,1
3992589,1,47,1
3992590,1,43,1
3992591,1,43,2
3992592,1,43,3
3992593,1,43,4
3992594,1,43,6
3992595,1,43,7
3992596,1,43,9
3992597,1,43,11
3992598,1,43,12
3992599,1,43,13
3992600,1,43,15
3992601,1,3,1
3992602,1,3,2
3992603,1,3,3
3992604,1,3,4
3992605,1,3,5
3992606,1,3,6
3992607,1,3,7
3992608,1,3,8
3992609,1,3,11
3992610,1,2,8
3992611,1,7,17
3992612,1,7,18
3992613,1,7,5
3992614,1,7,11
3992615,1,7,10
3992616,1,43,14
3992617,1,1,2
3992618,1,1,4
3992619,1,1,6
3992620,1,1,5
3992621,1,1,1
3992622,1,1,7
3992623,1,1,3
3992624,1,70,1
3992625,1,70,2
3992626,1,70,3
3992627,1,70,4
3992628,1,70,5
3992629,1,70,6
3992630,1,43,5
3992631,1,43,8
3992632,1,43,10
3992633,1,3,10
3992634,1,3,9
3992635,1,43,2
3992636,1,43,3
3992637,1,43,4
3992638,1,43,5
3992639,1,43,6
3992640,1,43,8
3992641,1,43,11
3992642,1,43,14
3992643,1,3,8
3992644,1,3,6
3992645,1,3,7
3992646,1,3,5
3992647,1,36,1
3992648,1,36,2
3992649,1,36,3
3992650,1,36,4
3992651,1,36,5
3992652,1,36,6
3992653,1,36,7
3992654,1,12,2
3992655,1,36,8
3992656,1,36,9
3992657,1,120,2
3992658,1,120,3
3992659,1,120,4
3992660,1,120,5
3992661,1,120,6
3992662,1,120,7
3992663,1,120,1
3992664,1,3,3
3992665,1,10,2
3992666,1,10,3
3992667,1,10,4
3992668,1,10,1
3992669,1,47,1
3992670,1,12,1
3992671,1,2,2
3992672,1,2,3
3992673,1,3,9
3992674,1,2,4
3992675,1,2,1
3992676,1,3,2
3992677,1,3,1
3992678,1,3,4
3992679,1,1,2
3992680,1,1,3
3992681,1,1,4
3992682,1,1,5
3992683,1,1,1
3992684,1,43,12
3992685,1,43,13
3992686,1,43,9
3992687,1,43,10
3992688,1,43,7
3992689,1,43,1
3992690,1,7,1
3992691,1,7,2
3992692,1,7,3
3992693,1,7,4
3992694,1,7,5
3992695,1,7,6
3992696,1,7,7
3992697,1,7,8
3992698,1,7,9
3992699,1,7,10
3992700,1,7,11
3992701,1,7,12
3992702,1,7,13
3992703,1,7,14
3992704,1,7,15
3992705,1,7,16
3992706,1,7,17
3992707,1,7,18
3992708,1,7,19
3992709,1,70,2
3992710,1,70,3
3992711,1,70,4
3992712,1,70,5
3992713,1,70,6
3992714,1,70,1
3993601,1,248,2
3993602,1,248,3
3993603,1,248,4
3993604,1,248,5
3993605,1,248,6
3993606,1,248,7
3993607,1,248,1
3993608,1,271,5
3993609,1,271,6
3993610,1,271,4
3993611,1,271,2
3993612,1,271,1
3993613,1,271,7
3993614,1,271,3
3993615,1,235,1
3993616,1,235,2
3993617,1,234,1
3993618,1,234,2
3993619,1,221,4
3993620,1,226,3
3993621,1,221,2
3993622,1,226,1
3993623,1,221,3
3993624,1,226,4
3993625,1,241,1
3993626,1,221,1
3993627,1,226,2
3993628,1,208,1
3993629,1,249,2
3993630,1,249,3
3993631,1,249,1
3993632,1,240,4
3993633,1,240,3
3993634,1,240,2
3993635,1,240,1
3993636,1,240,6
3993637,1,245,2
3993638,1,245,3
3993639,1,245,4
3993640,1,245,1
3993641,1,245,5
3993642,1,226,5
3993643,1,240,5
3993644,1,248,7
3993645,1,248,5
3993646,1,248,6
3993647,1,248,2
3993648,1,248,1
3993649,1,248,3
3993650,1,248,4
3993651,1,234,2
3993652,1,235,1
3993653,1,234,1
3993654,1,235,2
3993655,1,221,1
3993656,1,221,3
3993657,1,271,2
3993658,1,271,3
3993659,1,271,4
3993660,1,271,5
3993661,1,271,6
3993662,1,271,7
3993663,1,271,1
3993664,1,221,2
3993665,1,221,4
3993666,1,249,2
3993667,1,249,3
3993668,1,249,1
3993669,1,240,2
3993670,1,240,3
3993671,1,240,1
3993672,1,245,1
3993673,1,245,5
3993674,1,245,4
3993675,1,245,3
3993676,1,245,2
3993677,1,221,5
3993678,1,236,7
3993679,1,236,2
3993680,1,236,8
3993681,1,236,4
3993682,1,236,3
3993683,1,236,5
3993684,1,236,1
3993685,1,236,6
3993686,1,271,1
3993687,1,271,12
3993688,1,235,1
3993689,1,235,4
3993690,1,235,7
3993691,1,234,3
3993692,1,235,2
3993693,1,235,3
3993694,1,235,5
3993695,1,234,1
3993696,1,271,4
3993697,1,232,2
3993697,2,232,2
3993698,1,271,9
3993699,1,232,3
3993700,1,271,20
3993701,1,269,3
3993701,2,269,3
3993702,1,271,10
3993702,2,271,10
3993703,1,234,2
3993704,1,271,24
3993705,1,271,26
3993706,1,271,25
3993707,1,271,23
3993708,1,271,22
3993709,1,271,19
3993710,1,232,6
3993710,2,232,6
3993711,1,232,7
3993712,1,232,8
3993713,1,237,4
3993714,1,237,3
3993715,1,232,1
3993715,2,232,1
3993716,1,269,1
3993717,1,271,3
3993718,1,236,10
3993719,1,271,6
3993719,2,271,6
3993720,1,271,5
3993721,1,271,7
3993722,1,271,15
3993723,1,244,1
3993724,1,277,1
3993725,1,269,4
3993725,2,269,4
3993726,1,269,7
3993726,2,269,7
3993727,1,244,2
3993727,2,244,2
3993728,1,277,2
3993729,1,237,2
3993730,1,277,3
3993731,1,244,3
3993732,1,269,5
3993733,1,269,8
3993734,1,269,11
3993735,1,277,4
3993735,2,277,4
3993736,1,232,5
3993736,2,232,5
3993737,1,241,1
3993738,1,221,2
3993739,1,221,3
3993740,1,221,4
3993741,1,244,4
3993742,1,271,13
3993743,1,244,5
3993744,1,244,6
3993745,1,232,4
3993746,1,248,2
3993747,1,248,3
3993748,1,248,1
3993749,1,271,14
3993750,1,237,5
3993751,1,269,9
3993751,2,269,9
3993752,1,237,1
3993752,2,237,1
3993753,1,269,10
3993754,1,271,11
3993755,1,271,17
3993756,1,269,2
3993756,2,269,2
3993757,1,271,18
3993758,1,204,1
3993758,2,204,1
3993759,1,200,1
3993760,1,204,2
3993761,1,201,1
3993762,1,269,6
3993763,1,271,8
3993763,2,271,8
3993764,1,221,5
3993765,1,226,1
3993766,1,241,2
3993767,1,271,2
3993768,1,246,2
3993769,1,208,1
3993770,1,224,1
3993771,1,249,3
3993772,1,249,2
3993773,1,249,4
3993774,1,249,5
3993775,1,249,6
3993776,1,249,7
3993777,1,249,1
3993778,1,895,1
3993779,1,242,1
3993780,1,242,2
3993781,1,894,1
3993782,1,891,1
3993783,1,889,1
3993784,1,242,3
3993785,1,240,1
3993786,1,240,3
3993787,1,240,2
3993788,1,240,4
3993789,1,240,5
3993790,1,240,9
3993791,1,240,8
3993792,1,240,6
3993793,1,200,2
3993794,1,226,3
3993795,1,246,1
3993796,1,342,1
3993797,1,277,6
3993798,1,277,7
3993799,1,277,5
3993800,1,244,7
3993801,1,269,12
3993802,1,245,1
3993803,1,245,2
3993804,1,245,5
3993805,1,245,4
3993806,1,245,6
3993807,1,245,7
3993808,1,245,8
3993809,1,245,9
3993810,1,245,10
3993811,1,245,11
3993812,1,893,1
3993813,1,271,16
3993814,1,235,6
3993815,1,241,3
3993816,1,245,3
3993817,1,241,4
3993818,1,221,1
3993819,1,226,2
3993822,1,245,12
3993823,1,240,7
3993824,1,271,27
3993825,1,271,21
3993826,1,236,9
3993827,1,255,3
3993828,1,255,7
3993829,1,255,12
3993830,1,255,21
3993831,1,255,19
3993832,1,252,2
3993833,1,255,10
3993834,1,255,1
3993835,1,255,2
3993836,1,255,14
3993837,1,255,6
3993838,1,672,4
3993839,1,672,8
3993840,1,672,15
3993841,1,672,13
3993842,1,672,7
3993843,1,255,4
3993844,1,255,8
3993845,1,672,6
3993846,1,672,3
3993847,1,672,2
3993848,1,255,9
3993849,1,672,1
3993850,1,214,1
3993851,1,218,1
3993852,1,672,16
3993853,1,672,14
3993854,1,672,12
3993855,1,255,23
3993856,1,823,1
3993856,2,823,1
3993857,1,986,1
3993858,1,892,1
3993859,1,824,1
3993859,2,824,1
3993860,1,887,1
3993860,2,887,1
3993861,1,888,1
3993862,1,989,1
3993863,1,212,1
3993863,2,212,1
3993864,1,218,4
3993865,1,982,2
3993866,1,887,2
3993867,1,214,9
3993868,1,216,3
3993869,1,986,2
3993869,2,986,2
3993870,1,242,13
3993871,1,268,3
3993872,1,216,1
3993873,1,219,6
3993874,1,219,2
3993874,2,219,2
3993875,1,893,2
3993875,2,893,2
3993876,1,218,2
3993877,1,242,12
3993878,1,218,6
3993879,1,982,1
3993879,2,982,1
3993880,1,212,4
3993881,1,216,4
3993882,1,255,5
3993883,1,824,2
3993883,2,824,2
3993884,1,216,6
3993885,1,892,2
3993885,2,892,2
3993886,1,989,2
3993886,2,989,2
3993887,1,216,5
3993888,1,218,9
3993889,1,255,11
3993890,1,255,18
3993891,1,218,3
3993892,1,212,10
3993893,1,212,8
3993894,1,214,15
3993895,1,257,4
3993896,1,268,4
3993896,2,268,4
3993897,1,257,1
3993897,2,257,1
3993898,1,212,2
3993899,2,212,11
3993900,1,214,10
3993901,1,212,12
3993902,1,214,7
3993903,1,214,5
3993904,1,242,10
3993905,1,214,11
3993906,1,888,2
3993906,2,888,2
3993907,1,242,11
3993907,2,242,11
3993908,1,823,2
3993908,2,823,2
3993909,1,252,5
3993910,1,214,4
3993911,1,894,2
3993911,2,894,2
3993912,1,214,2
3993913,1,891,2
3993914,1,219,3
3993915,1,212,16
3993916,1,212,3
3993917,1,214,12
3993918,1,219,1
3993919,1,219,4
3993920,1,218,8
3993921,1,257,2
3993922,1,252,3
3993922,2,252,3
3993923,1,246,10
3993923,2,246,10
3993924,1,252,1
3993924,2,252,1
3993925,2,268,1
3993926,1,219,5
3993927,1,214,6
3993928,1,252,4
3993929,1,257,3
3993930,1,219,7
3993931,1,212,15
3993932,1,219,8
3993933,1,255,17
3993934,1,214,16
3993935,1,216,2
3993936,1,255,22
3993936,2,255,22
3993937,1,255,20
3993938,1,255,15
3993939,1,255,13
3993940,1,212,6
3993940,2,212,6
3993941,1,895,2
3993941,2,895,2
3993942,1,212,5
3993943,1,212,13
3993943,2,212,13
3993944,1,255,25
3993945,1,214,14
3993946,1,257,5
3993947,1,252,6
3993948,1,372,1
3993949,1,372,2
3993950,1,372,3
3993951,1,372,4
3993952,1,372,6
3993953,1,372,7
3993954,1,372,8
3993955,1,372,9
3993956,1,372,10
3993957,1,372,12
3993958,1,372,11
3993959,1,372,15
3993960,1,372,17
3993961,1,372,18
3993962,1,672,5
3993963,1,672,9
3993964,1,672,10
3993965,1,672,11
3993966,1,255,26
3993967,1,372,5
3993968,1,218,7
3993969,1,212,18
3993970,1,268,2
3993970,2,268,2
3993971,1,218,5
3993972,1,214,3
3993973,1,372,13
3993974,1,212,7
3993975,1,218,10
3993975,2,218,10
3993976,1,268,5
3993977,1,218,13
3993978,1,212,17
3993979,1,218,11
3993979,2,218,11
3993980,1,216,7
3993981,1,214,18
3993982,1,212,14
3993982,2,212,14
3993983,1,212,9
3993984,1,214,8
3993985,1,255,16
3993986,1,255,24
3993987,1,214,17
3993988,1,889,2
3993988,2,889,2
3993989,1,556,6
3993990,1,556,5
3993991,1,556,4
3993992,1,556,3
3993993,1,556,2
3993994,1,554,13
3993995,1,556,1
3993996,1,554,12
3993997,1,554,10
3993998,1,554,9
3993999,1,554,8
3994000,1,554,7
3994001,1,554,6
3994002,1,554,5
3994003,1,554,4
3994004,1,554,3
3994005,1,554,2
3994006,1,554,1
3994007,1,550,30
3994008,1,550,29
3994009,1,550,28
3994010,1,550,27
3994011,1,550,26
3994012,1,550,25
3994013,1,550,24
3994014,1,550,23
3994015,1,550,22
3994016,1,550,21
3994017,1,550,20
3994018,1,550,19
3994019,1,550,18
3994020,1,550,17
3994021,1,550,16
3994022,1,550,15
3994023,1,545,20
3994024,1,550,14
3994025,1,550,13
3994026,1,550,12
3994027,1,550,11
3994028,1,554,11
3994029,1,550,10
3994030,1,550,9
3994031,1,550,8
3994032,1,550,7
3994033,1,550,6
3994034,1,550,5
3994035,1,550,4
3994036,1,550,3
3994037,1,550,2
3994038,1,550,1
3994039,1,545,35
3994040,1,545,34
3994041,1,545,33
3994042,1,545,32
3994043,1,545,31
3994044,1,545,30
3994045,1,545,29
3994046,1,545,28
3994047,1,545,27
3994048,1,545,26
3994049,1,545,25
3994050,1,545,24
3994051,1,545,23
3994052,1,545,21
3994053,1,545,19
3994054,1,545,17
3994055,1,545,15
3994056,1,545,14
3994057,1,545,12
3994058,1,545,11
3994059,1,545,10
3994060,1,545,9
3994061,1,545,8
3994062,1,545,6
3994063,1,545,7
3994064,1,545,5
3994065,1,545,4
3994066,1,522,3
3994067,1,545,3
3994068,1,545,2
3994069,1,545,1
3994070,1,542,17
3994071,1,542,16
3994072,1,542,15
3994073,1,542,14
3994074,1,542,13
3994075,1,542,12
3994076,1,542,11
3994077,1,542,10
3994078,1,542,9
3994079,1,542,8
3994080,1,542,7
3994081,1,542,6
3994082,1,542,5
3994083,1,542,4
3994084,1,542,3
3994085,1,542,2
3994086,1,542,1
3994087,1,540,7
3994088,1,540,6
3994089,1,540,5
3994090,1,540,4
3994091,1,540,3
3994092,1,540,2
3994093,1,540,1
3994094,1,522,24
3994095,1,522,23
3994096,1,522,22
3994097,1,522,21
3994098,1,522,20
3994099,1,522,19
3994100,1,522,18
3994101,1,522,17
3994102,1,522,16
3994103,1,522,15
3994104,1,545,22
3994105,1,522,14
3994106,1,522,13
3994107,1,522,11
3994108,1,522,10
3994109,1,522,9
3994110,1,522,8
3994111,1,522,7
3994112,1,545,13
3994113,1,522,5
3994114,1,522,4
3994115,1,522,2
3994116,1,522,1
3994117,1,214,13
3994118,1,522,12
3994119,1,545,18
3994120,1,545,16
3994121,1,522,6
3994122,1,372,14
3994123,1,545,36
3994124,2,372,16
3994125,1,545,2
3994126,1,545,3
3994127,1,545,4
3994128,1,545,5
3994129,1,545,6
3994130,1,545,1
3994131,1,255,2
3994132,1,255,3
3994133,1,255,4
3994134,1,255,5
3994135,1,255,6
3994136,1,255,1
3994137,1,522,2
3994138,1,522,3
3994139,1,522,4
3994140,1,522,5
3994141,1,522,6
3994142,1,522,7
3994143,1,522,1
3994144,1,550,2
3994145,1,550,3
3994146,1,550,6
3994147,1,550,5
3994148,1,550,7
3994149,1,550,1
3994150,1,550,4
3994151,1,672,2
3994152,1,672,3
3994153,1,672,5
3994154,1,672,6
3994155,1,672,1
3994156,1,672,7
3994157,1,672,4
3994158,1,554,3
3994159,1,554,2
3994160,1,554,4
3994161,1,554,5
3994162,1,554,6
3994163,1,554,7
3994164,1,554,1
3994165,1,550,1
3994166,1,550,3
3994167,1,550,2
3994168,1,550,4
3994169,1,550,5
3994170,1,550,7
3994171,1,545,2
3994172,1,545,3
3994173,1,545,4
3994174,1,545,5
3994175,1,545,6
3994176,1,545,1
3994177,1,672,1
3994178,1,672,2
3994179,1,672,3
3994180,1,672,5
3994181,1,672,6
3994182,1,550,6
3994183,1,255,1
3994184,1,255,2
3994185,1,255,3
3994186,1,255,4
3994187,1,255,5
3994188,1,255,6
3994189,1,255,7
3994190,1,255,8
3994191,1,522,2
3994192,1,522,3
3994193,1,522,4
3994194,1,522,5
3994195,1,522,6
3994196,1,522,7
3994197,1,522,1
3994198,1,672,7
3994199,1,672,4
3994200,1,554,2
3994201,1,554,3
3994202,1,554,4
3994203,1,554,5
3994204,1,554,6
3994205,1,554,7
3994206,1,554,1
3994401,1,823,60
3994502,1,824,60
3994504,1,887,60
3994506,1,888,60
3994508,1,889,60
3994510,1,891,60
3994511,1,891,61
3994513,1,892,60
3994514,1,892,61
3994516,1,893,60
3994518,1,894,60
3994519,1,894,61
3994521,1,895,60
3997223,1,41,4
3997224,1,65,1
3997225,1,65,3
3997226,1,65,2
3997227,1,32,1
3997228,1,32,4
3997229,1,32,2
3997230,1,32,3
3997231,1,32,6
3997232,1,32,5
3997233,1,331,2
3997234,1,331,3
3997235,1,331,4
3997236,1,331,5
3997237,1,331,7
3997238,1,331,6
3997239,1,331,8
3997240,1,331,1
3997241,1,331,9
3997242,1,66,1
3997243,1,66,2
3997244,1,66,3
3997245,1,66,4
3997246,1,68,1
3997247,1,68,2
3997248,1,68,3
3997249,1,41,2
3997250,1,41,5
3997251,1,41,3
