block_seq_num,block_var_num,block_route_num,block_run_num
4017445,2,48,29
4017446,2,48,30
4017447,1,48,32
4017451,1,55,13
4017452,1,301,20
4017453,1,18,4
4017454,1,5,20
4017455,1,56,7
4017456,1,18,11
4017457,1,56,5
4017458,1,48,20
4017459,1,55,14
4017461,1,15,1
4017462,1,15,11
4017463,1,57,3
4017464,1,18,14
4017465,1,55,1
4017466,1,55,10
4017470,1,40,1
4017471,1,40,3
4017472,1,40,2
4017473,1,40,4
4017474,1,40,7
4017475,1,40,5
4017476,1,40,9
4017477,1,40,6
4017478,1,40,8
4017479,1,40,13
4017480,1,40,10
4017481,1,40,11
4017482,1,40,16
4017483,1,40,12
4017484,1,40,17
4017485,1,40,14
4017486,1,40,15
4017487,1,40,18
4017488,1,40,21
4017489,1,40,23
4017490,1,40,22
4017491,1,40,24
4017492,1,40,25
4017493,1,40,26
4017494,1,40,27
4017495,1,40,28
4017496,1,40,30
4017497,1,40,29
4017498,1,40,33
4017500,1,40,36
4017501,1,5,17
4017502,1,48,13
4017503,1,5,25
4017504,1,5,28
4017505,1,5,31
4017507,1,55,15
4017509,1,48,23
4017510,1,17,4
4017511,1,5,22
4017512,1,60,1
4017513,1,60,2
4017514,1,60,3
4017515,1,60,4
4017516,1,60,5
4017517,1,60,6
4017518,1,60,7
4017519,1,60,8
4017520,1,60,9
4017521,1,60,10
4017522,1,60,11
4017523,2,60,12
4017524,1,15,3
4017526,1,40,19
4017527,1,673,1
4017528,1,673,2
4017529,1,673,3
4017530,1,673,4
4017531,1,673,5
4017532,1,673,6
4017533,1,673,7
4017534,1,673,8
4017535,1,673,9
4017536,1,673,10
4017537,1,673,11
4017538,1,673,12
4017539,1,673,13
4017540,1,673,14
4017541,1,673,15
4017542,1,673,16
4017543,1,673,17
4017544,1,673,18
4017545,1,673,19
4017546,1,673,20
4017547,1,673,21
4017548,1,673,22
4017549,1,673,23
4017550,1,673,24
4017551,1,673,25
4017552,1,673,26
4017553,1,673,27
4017554,1,673,28
4017555,1,673,29
4017556,1,673,30
4017557,1,673,31
4017558,1,673,32
4017559,1,673,33
4017560,1,673,34
4017561,1,673,35
4017562,1,673,36
4017565,1,15,4
4017566,1,48,31
4017567,1,5,30
4017568,1,40,34
4017569,1,675,1
4017570,1,675,2
4017571,1,675,4
4017572,1,675,5
4017573,1,675,3
4017574,1,675,6
4017575,1,675,7
4017576,1,675,8
4017577,1,675,9
4017578,1,675,10
4017579,1,675,11
4017580,1,675,12
4017581,1,675,13
4017582,1,675,14
4017583,1,675,15
4017584,1,675,16
4017585,1,675,17
4017586,1,675,18
4017587,1,675,19
4017588,1,675,21
4017589,1,675,22
4017591,1,675,20
4017594,1,675,27
4017595,1,675,24
4017596,1,675,29
4017597,1,675,30
4017598,1,675,31
4017599,1,675,32
4017600,1,675,33
4017601,1,675,34
4017602,1,675,35
4017603,1,675,36
4017604,1,675,37
4017605,1,675,38
4017606,1,675,39
4017607,1,675,40
4017609,1,5,29
4027144,1,599,6
4027145,1,599,5
4027146,1,599,10
4027148,1,599,7
4027149,1,599,1
4027150,1,599,3
4027151,1,599,4
4027152,1,599,11
4027153,1,599,2
4027154,1,599,14
4027155,1,599,12
4027156,1,599,8
4027157,1,599,13
4027158,1,599,15
4027159,1,599,18
4027160,1,599,16
4027161,1,599,19
4027162,1,599,17
4027163,1,599,20
4027167,1,599,1
4027168,1,599,2
4027169,1,599,5
4027170,1,599,3
4027171,1,599,7
4027172,1,599,8
4027173,1,599,9
4027174,1,599,10
4027175,1,599,6
4027177,1,599,1
4027178,1,599,2
4027179,1,599,6
4027180,1,599,3
4027181,1,599,7
4027182,1,599,8
4027183,1,599,10
4027184,1,599,4
4027185,1,599,9
4044701,1,930,1
4044702,1,930,2
4044703,1,930,4
4044704,1,930,5
4044705,1,930,3
4044706,1,930,6
4044707,1,917,1
4044708,1,914,1
4044709,1,914,2
4044710,1,914,3
4044711,1,910,1
4044712,1,908,1
4044713,1,913,1
4044714,1,913,2
4044715,1,913,3
4044716,1,913,4
4044717,1,907,1
4044718,1,907,2
4044719,1,907,3
4044720,1,915,1
4044721,1,931,2
4044722,1,931,3
4044723,1,931,4
4044724,1,931,7
4044725,1,931,8
4044726,1,931,1
4044727,1,975,1
4044728,1,975,2
4044729,1,906,1
4044730,1,906,2
4044733,1,973,1
4044734,1,773,2
4044735,1,773,1
4044736,1,931,6
4044737,1,931,5
4044738,1,628,2
4044739,1,628,3
4044740,1,628,4
4044741,1,628,5
4044742,1,628,6
4044746,1,630,2
4044747,1,630,3
4044748,1,630,4
4044749,1,630,5
4044750,1,630,6
4044751,1,630,1
4044752,1,631,1
4044753,1,901,1
4044754,1,903,1
4044755,1,903,2
4044756,1,903,3
4044757,1,903,4
4044758,1,903,5
4044759,1,903,6
4044760,1,903,7
4044761,1,903,8
4044762,1,903,9
4044763,1,628,1
4044764,1,973,2
4044765,1,773,4
4044766,1,773,3
4044767,1,914,2
4044768,1,914,1
4044769,1,914,3
4044770,1,917,1
4044771,1,910,1
4044772,1,908,1
4044773,1,915,1
4044774,1,906,1
4044775,1,906,2
4044776,1,903,2
4044777,1,903,1
4044781,1,903,1
4044782,1,903,2
4045601,1,599,5
4045602,1,599,4
4045603,1,599,9
